0material_id,material_name,category,route,recycling_rate,energy_MJ_per_kg,carbon_kgCO2_per_kg,scrap_recovery_rate,mci,transport_km,renewable_share
cu_c145_primary,Copper C145,Copper,primary,0.1,73.68,4.41,0.77,0.08,931,0.34
cu_c145_primary,Copper C145,Copper,primary,0.02,73.75,4.14,0.73,0.01,869,0.25
cu_c145_primary,Copper C145,Copper,primary,0.05,77.81,4.6,0.73,0.03,204,0.17
cu_c145_primary,Copper C145,Copper,primary,0.02,76.14,4.21,0.74,0.02,836,0.41
cu_c145_primary,Copper C145,Copper,primary,0.12,84.19,4.78,0.78,0.1,535,0.46
cu_c145_primary,Copper C145,Copper,primary,0.03,77.97,4.27,0.7,0.02,468,0.37
cu_c145_primary,Copper C145,Copper,primary,0.08,70.74,3.92,0.73,0.06,590,0.31
cu_c145_primary,Copper C145,Copper,primary,0.05,70.96,3.75,0.72,0.04,312,0.17
cu_c145_primary,Copper C145,Copper,primary,0.12,77.23,3.97,0.78,0.09,737,0.56
cu_c145_primary,Copper C145,Copper,primary,0.08,81.19,4.68,0.78,0.06,829,0.51
cu_c145_primary,Copper C145,Copper,primary,0.15,82.91,4.25,0.7,0.1,645,0.53
cu_c145_primary,Copper C145,Copper,primary,0.03,81.69,4.6,0.8,0.02,529,0.29
cu_c145_primary,Copper C145,Copper,primary,0.12,72.88,4.31,0.76,0.09,896,0.2
cu_c145_primary,Copper C145,Copper,primary,0.11,79.87,4.78,0.7,0.08,937,0.46
cu_c145_primary,Copper C145,Copper,primary,0.13,77.12,4.2,0.76,0.1,472,0.31
cu_c145_primary,Copper C145,Copper,primary,0.04,83.37,4.36,0.74,0.03,281,0.44
cu_c145_primary,Copper C145,Copper,primary,0.12,70.67,3.89,0.72,0.09,281,0.46
cu_c145_primary,Copper C145,Copper,primary,0.02,71.37,3.67,0.76,0.02,794,0.37
cu_c145_primary,Copper C145,Copper,primary,0.03,73.47,4.26,0.74,0.02,313,0.5
cu_c145_primary,Copper C145,Copper,primary,0.06,73.54,3.75,0.74,0.04,615,0.57
cu_c145_primary,Copper C145,Copper,primary,0.04,75.36,3.8,0.76,0.03,239,0.47
cu_c145_primary,Copper C145,Copper,primary,0.04,84.32,4.51,0.78,0.03,878,0.26
cu_c145_primary,Copper C145,Copper,primary,0.15,72.59,4.26,0.79,0.12,597,0.45
cu_c145_primary,Copper C145,Copper,primary,0.03,84.09,4.66,0.78,0.02,362,0.26
cu_c145_primary,Copper C145,Copper,primary,0.03,81.89,4.89,0.74,0.02,542,0.3
cu_c145_primary,Copper C145,Copper,primary,0.06,77.04,3.92,0.74,0.04,744,0.51
cu_c145_primary,Copper C145,Copper,primary,0.04,84.37,4.75,0.79,0.04,665,0.47
cu_c145_primary,Copper C145,Copper,primary,0.03,77.37,4.47,0.73,0.02,356,0.34
cu_c145_primary,Copper C145,Copper,primary,0.06,82.42,4.7,0.77,0.05,358,0.32
cu_c145_primary,Copper C145,Copper,primary,0.04,74.99,4.08,0.71,0.03,978,0.47
cu_c145_primary,Copper C145,Copper,primary,0.06,78.95,4.16,0.72,0.04,590,0.32
cu_c145_primary,Copper C145,Copper,primary,0.1,80.69,4.32,0.79,0.08,860,0.44
cu_c145_primary,Copper C145,Copper,primary,0.13,71.7,3.66,0.72,0.09,529,0.36
cu_c145_primary,Copper C145,Copper,primary,0.02,76.77,4.48,0.75,0.02,591,0.33
cu_c145_primary,Copper C145,Copper,primary,0.14,70.89,4.08,0.75,0.11,400,0.51
cu_c145_primary,Copper C145,Copper,primary,0.05,77.2,4.24,0.74,0.04,711,0.58
cu_c145_primary,Copper C145,Copper,primary,0.12,72.48,3.63,0.75,0.09,420,0.52
cu_c145_primary,Copper C145,Copper,primary,0.06,72.45,3.67,0.75,0.05,954,0.49
cu_c145_primary,Copper C145,Copper,primary,0.11,78.66,4.0,0.72,0.08,689,0.18
cu_c145_primary,Copper C145,Copper,primary,0.14,74.41,4.01,0.72,0.1,316,0.4
cu_c145_primary,Copper C145,Copper,primary,0.1,74.97,4.04,0.75,0.07,263,0.54
cu_c145_primary,Copper C145,Copper,primary,0.02,71.15,4.26,0.77,0.02,447,0.51
cu_c145_primary,Copper C145,Copper,primary,0.08,84.38,4.57,0.71,0.06,241,0.4
cu_c145_primary,Copper C145,Copper,primary,0.04,79.68,4.55,0.74,0.03,557,0.43
cu_c145_primary,Copper C145,Copper,primary,0.05,81.96,4.91,0.71,0.04,864,0.4
cu_c145_primary,Copper C145,Copper,primary,0.15,80.47,4.57,0.75,0.11,264,0.41
cu_c145_primary,Copper C145,Copper,primary,0.04,84.08,4.97,0.75,0.03,690,0.44
cu_c145_primary,Copper C145,Copper,primary,0.11,83.05,4.17,0.74,0.08,364,0.58
cu_c145_primary,Copper C145,Copper,primary,0.05,82.01,4.23,0.71,0.04,578,0.22
cu_c145_primary,Copper C145,Copper,primary,0.09,82.42,4.2,0.75,0.07,493,0.38
cu_c145_primary,Copper C145,Copper,primary,0.03,83.07,4.22,0.77,0.02,787,0.4
cu_c145_primary,Copper C145,Copper,primary,0.03,82.18,4.17,0.78,0.03,439,0.31
cu_c145_primary,Copper C145,Copper,primary,0.1,76.04,4.22,0.74,0.08,611,0.16
cu_c145_primary,Copper C145,Copper,primary,0.12,79.95,4.39,0.75,0.09,916,0.39
cu_c145_primary,Copper C145,Copper,primary,0.06,78.28,4.4,0.77,0.04,561,0.59
cu_c145_primary,Copper C145,Copper,primary,0.05,82.6,4.56,0.73,0.04,983,0.29
cu_c145_primary,Copper C145,Copper,primary,0.12,70.46,4.17,0.71,0.08,266,0.25
cu_c145_primary,Copper C145,Copper,primary,0.08,81.91,4.62,0.76,0.06,806,0.55
cu_c145_primary,Copper C145,Copper,primary,0.04,84.57,4.5,0.75,0.03,917,0.15
cu_c145_primary,Copper C145,Copper,primary,0.07,80.96,4.63,0.73,0.05,309,0.46
cu_c145_primary,Copper C145,Copper,primary,0.11,73.25,4.28,0.79,0.09,681,0.54
cu_c145_primary,Copper C145,Copper,primary,0.09,70.6,3.72,0.71,0.06,333,0.16
cu_c145_primary,Copper C145,Copper,primary,0.06,77.58,4.61,0.73,0.04,829,0.51
cu_c145_primary,Copper C145,Copper,primary,0.09,72.07,4.18,0.77,0.07,671,0.59
cu_c145_primary,Copper C145,Copper,primary,0.07,74.54,3.76,0.76,0.05,934,0.39
cu_c145_primary,Copper C145,Copper,primary,0.05,84.41,4.5,0.7,0.03,760,0.57
cu_c145_primary,Copper C145,Copper,primary,0.14,83.4,4.74,0.72,0.1,257,0.19
cu_c145_primary,Copper C145,Copper,primary,0.1,72.35,3.66,0.7,0.07,363,0.33
cu_c145_primary,Copper C145,Copper,primary,0.03,81.38,4.71,0.7,0.02,873,0.53
cu_c145_primary,Copper C145,Copper,primary,0.08,72.93,4.15,0.74,0.06,515,0.31
cu_c145_primary,Copper C145,Copper,primary,0.1,81.4,4.57,0.73,0.07,290,0.22
cu_c145_primary,Copper C145,Copper,primary,0.13,81.36,4.86,0.76,0.1,673,0.22
cu_c145_primary,Copper C145,Copper,primary,0.1,76.83,4.34,0.71,0.07,212,0.3
cu_c145_primary,Copper C145,Copper,primary,0.14,84.13,4.25,0.71,0.1,814,0.2
cu_c145_primary,Copper C145,Copper,primary,0.11,70.3,3.63,0.74,0.08,691,0.59
cu_c145_primary,Copper C145,Copper,primary,0.04,70.93,3.74,0.74,0.03,709,0.3
cu_c145_primary,Copper C145,Copper,primary,0.1,72.08,3.88,0.72,0.07,696,0.37
cu_c145_primary,Copper C145,Copper,primary,0.07,82.1,4.43,0.72,0.05,451,0.44
cu_c145_primary,Copper C145,Copper,primary,0.12,72.33,4.27,0.74,0.09,945,0.43
cu_c145_primary,Copper C145,Copper,primary,0.12,73.11,4.01,0.73,0.09,257,0.29
cu_c145_primary,Copper C145,Copper,primary,0.13,84.36,4.83,0.79,0.11,652,0.27
cu_c145_primary,Copper C145,Copper,primary,0.03,80.11,4.59,0.77,0.02,739,0.42
cu_c145_primary,Copper C145,Copper,primary,0.09,73.57,3.89,0.76,0.07,720,0.44
cu_c145_primary,Copper C145,Copper,primary,0.08,76.99,3.87,0.72,0.06,894,0.39
cu_c145_primary,Copper C145,Copper,primary,0.12,70.31,4.2,0.8,0.09,756,0.21
cu_c145_primary,Copper C145,Copper,primary,0.11,74.24,4.03,0.76,0.08,508,0.36
cu_c145_primary,Copper C145,Copper,primary,0.06,71.05,3.69,0.76,0.05,895,0.28
cu_c145_primary,Copper C145,Copper,primary,0.1,70.1,4.03,0.73,0.07,530,0.24
cu_c145_primary,Copper C145,Copper,primary,0.09,84.08,4.96,0.77,0.07,894,0.42
cu_c145_primary,Copper C145,Copper,primary,0.03,78.36,4.29,0.77,0.02,972,0.32
cu_c145_primary,Copper C145,Copper,primary,0.07,81.13,4.6,0.78,0.05,932,0.56
cu_c145_primary,Copper C145,Copper,primary,0.07,76.71,4.44,0.73,0.05,610,0.36
cu_c145_primary,Copper C145,Copper,primary,0.06,76.37,4.08,0.72,0.04,673,0.18
cu_c145_primary,Copper C145,Copper,primary,0.13,83.94,4.8,0.71,0.1,543,0.46
cu_c145_primary,Copper C145,Copper,primary,0.15,77.82,4.06,0.78,0.12,487,0.58
cu_c145_primary,Copper C145,Copper,primary,0.02,78.65,4.59,0.74,0.02,355,0.58
cu_c145_primary,Copper C145,Copper,primary,0.04,82.5,4.22,0.78,0.03,913,0.3
cu_c145_primary,Copper C145,Copper,primary,0.12,70.1,4.08,0.75,0.09,407,0.34
cu_c145_primary,Copper C145,Copper,primary,0.07,73.23,4.14,0.7,0.05,203,0.45
cu_c145_primary,Copper C145,Copper,primary,0.07,72.3,4.19,0.73,0.05,660,0.46
cu_c145_primary,Copper C145,Copper,primary,0.1,78.67,4.05,0.73,0.07,329,0.18
cu_c145_primary,Copper C145,Copper,primary,0.1,80.62,4.62,0.76,0.08,750,0.43
cu_c145_primary,Copper C145,Copper,primary,0.09,80.92,4.23,0.8,0.08,640,0.48
cu_c145_primary,Copper C145,Copper,primary,0.11,77.08,4.43,0.78,0.09,588,0.57
cu_c145_primary,Copper C145,Copper,primary,0.06,82.1,4.49,0.79,0.05,324,0.47
cu_c145_primary,Copper C145,Copper,primary,0.1,75.65,4.05,0.79,0.08,888,0.48
cu_c145_primary,Copper C145,Copper,primary,0.08,76.35,4.29,0.77,0.06,540,0.29
cu_c145_primary,Copper C145,Copper,primary,0.07,77.75,4.58,0.8,0.05,684,0.24
cu_c145_primary,Copper C145,Copper,primary,0.04,75.7,4.09,0.76,0.03,567,0.5
cu_c145_primary,Copper C145,Copper,primary,0.05,77.87,4.07,0.72,0.04,994,0.29
cu_c145_primary,Copper C145,Copper,primary,0.12,82.45,4.44,0.79,0.09,868,0.4
cu_c145_primary,Copper C145,Copper,primary,0.12,78.99,4.55,0.76,0.09,874,0.32
cu_c145_primary,Copper C145,Copper,primary,0.15,83.5,4.28,0.77,0.11,877,0.39
cu_c145_primary,Copper C145,Copper,primary,0.05,71.01,3.92,0.75,0.03,942,0.17
cu_c145_primary,Copper C145,Copper,primary,0.04,79.98,4.37,0.74,0.03,299,0.35
cu_c145_primary,Copper C145,Copper,primary,0.04,79.96,4.26,0.74,0.03,857,0.32
cu_c145_primary,Copper C145,Copper,primary,0.08,73.43,4.24,0.77,0.06,318,0.33
cu_c145_primary,Copper C145,Copper,primary,0.04,72.5,4.17,0.75,0.03,328,0.4
cu_c145_primary,Copper C145,Copper,primary,0.05,80.89,4.48,0.78,0.04,447,0.38
cu_c145_primary,Copper C145,Copper,primary,0.04,78.51,3.96,0.74,0.03,581,0.15
cu_c145_primary,Copper C145,Copper,primary,0.07,84.73,4.67,0.71,0.05,310,0.23
cu_c145_primary,Copper C145,Copper,primary,0.08,83.99,5.02,0.73,0.06,859,0.56
cu_c145_primary,Copper C145,Copper,primary,0.1,83.99,4.22,0.72,0.07,566,0.2
cu_c145_primary,Copper C145,Copper,primary,0.08,72.92,3.8,0.75,0.06,226,0.32
cu_c145_primary,Copper C145,Copper,primary,0.06,82.56,4.26,0.75,0.05,280,0.37
cu_c145_primary,Copper C145,Copper,primary,0.05,84.13,4.49,0.76,0.04,811,0.25
cu_c145_primary,Copper C145,Copper,primary,0.05,76.58,4.58,0.74,0.04,411,0.3
cu_c145_primary,Copper C145,Copper,primary,0.15,70.17,4.12,0.79,0.12,981,0.19
cu_c145_primary,Copper C145,Copper,primary,0.09,78.36,4.4,0.78,0.07,323,0.57
cu_c145_primary,Copper C145,Copper,primary,0.02,79.48,4.37,0.76,0.02,788,0.25
cu_c145_primary,Copper C145,Copper,primary,0.05,78.27,4.03,0.77,0.04,927,0.59
cu_c145_primary,Copper C145,Copper,primary,0.02,74.96,4.16,0.73,0.02,994,0.21
cu_c145_primary,Copper C145,Copper,primary,0.05,78.61,4.63,0.72,0.04,484,0.23
cu_c145_primary,Copper C145,Copper,primary,0.13,83.99,4.48,0.71,0.09,729,0.29
cu_c145_primary,Copper C145,Copper,primary,0.12,83.42,4.26,0.74,0.09,726,0.54
cu_c145_primary,Copper C145,Copper,primary,0.13,78.64,4.56,0.77,0.1,692,0.36
cu_c145_primary,Copper C145,Copper,primary,0.02,80.43,4.71,0.78,0.02,486,0.58
cu_c145_primary,Copper C145,Copper,primary,0.1,79.86,4.11,0.77,0.07,231,0.53
cu_c145_primary,Copper C145,Copper,primary,0.08,74.19,4.03,0.8,0.07,214,0.48
cu_c145_primary,Copper C145,Copper,primary,0.06,78.43,4.07,0.8,0.05,795,0.43
cu_c145_primary,Copper C145,Copper,primary,0.13,75.06,4.06,0.8,0.1,363,0.21
cu_c145_primary,Copper C145,Copper,primary,0.06,73.62,4.0,0.77,0.05,914,0.16
cu_c145_primary,Copper C145,Copper,primary,0.15,78.03,4.15,0.79,0.12,921,0.15
cu_c145_primary,Copper C145,Copper,primary,0.05,78.94,4.61,0.8,0.04,282,0.32
cu_c145_primary,Copper C145,Copper,primary,0.14,74.43,4.2,0.74,0.1,307,0.52
cu_c145_primary,Copper C145,Copper,primary,0.09,74.32,4.43,0.79,0.07,200,0.56
cu_c145_primary,Copper C145,Copper,primary,0.08,74.16,4.31,0.75,0.06,900,0.31
cu_c145_primary,Copper C145,Copper,primary,0.02,73.31,4.25,0.76,0.02,304,0.33
cu_c145_primary,Copper C145,Copper,primary,0.04,75.37,3.89,0.79,0.03,726,0.58
cu_c145_primary,Copper C145,Copper,primary,0.03,76.32,3.87,0.73,0.02,357,0.41
cu_c145_primary,Copper C145,Copper,primary,0.13,78.46,4.39,0.76,0.1,528,0.19
cu_c145_primary,Copper C145,Copper,primary,0.06,84.06,4.93,0.79,0.04,236,0.18
cu_c145_primary,Copper C145,Copper,primary,0.1,70.64,4.0,0.73,0.07,386,0.31
cu_c145_primary,Copper C145,Copper,primary,0.06,79.76,4.58,0.78,0.05,841,0.59
cu_c145_primary,Copper C145,Copper,primary,0.03,74.54,4.04,0.7,0.02,514,0.44
cu_c145_primary,Copper C145,Copper,primary,0.07,77.91,4.15,0.79,0.06,514,0.31
cu_c145_primary,Copper C145,Copper,primary,0.06,73.06,3.98,0.72,0.04,782,0.24
cu_c145_primary,Copper C145,Copper,primary,0.11,74.22,4.14,0.73,0.08,713,0.19
cu_c145_primary,Copper C145,Copper,primary,0.08,76.54,4.34,0.77,0.06,596,0.56
cu_c145_primary,Copper C145,Copper,primary,0.1,78.41,4.56,0.79,0.08,223,0.58
cu_c145_primary,Copper C145,Copper,primary,0.08,80.93,4.11,0.71,0.06,213,0.21
cu_c145_primary,Copper C145,Copper,primary,0.14,75.02,4.15,0.7,0.1,744,0.47
cu_c145_primary,Copper C145,Copper,primary,0.14,84.05,4.93,0.76,0.11,661,0.56
cu_c145_primary,Copper C145,Copper,primary,0.06,81.37,4.66,0.71,0.04,885,0.39
cu_c145_primary,Copper C145,Copper,primary,0.02,74.11,3.98,0.76,0.02,317,0.47
cu_c145_primary,Copper C145,Copper,primary,0.12,77.52,4.49,0.76,0.09,437,0.3
cu_c145_primary,Copper C145,Copper,primary,0.13,75.22,4.2,0.78,0.1,372,0.49
cu_c145_primary,Copper C145,Copper,primary,0.13,79.2,4.06,0.8,0.1,651,0.42
cu_c145_primary,Copper C145,Copper,primary,0.06,70.84,3.6,0.7,0.04,797,0.34
cu_c145_primary,Copper C145,Copper,primary,0.07,72.89,4.34,0.74,0.05,649,0.32
cu_c145_primary,Copper C145,Copper,primary,0.1,75.68,4.26,0.77,0.08,846,0.34
cu_c145_primary,Copper C145,Copper,primary,0.1,72.96,3.89,0.78,0.08,681,0.19
cu_c145_primary,Copper C145,Copper,primary,0.14,72.89,4.25,0.75,0.1,701,0.31
cu_c145_primary,Copper C145,Copper,primary,0.06,71.47,3.59,0.79,0.05,815,0.24
cu_c145_primary,Copper C145,Copper,primary,0.03,83.42,4.72,0.73,0.02,658,0.36
cu_c145_primary,Copper C145,Copper,primary,0.07,71.52,3.94,0.79,0.06,757,0.58
cu_c145_primary,Copper C145,Copper,primary,0.09,82.19,4.13,0.74,0.07,916,0.25
cu_c145_primary,Copper C145,Copper,primary,0.14,72.75,4.03,0.71,0.1,797,0.51
cu_c145_primary,Copper C145,Copper,primary,0.09,71.7,4.29,0.74,0.07,651,0.24
cu_c145_primary,Copper C145,Copper,primary,0.07,78.0,4.65,0.75,0.05,919,0.44
cu_c145_primary,Copper C145,Copper,primary,0.14,70.82,4.0,0.79,0.11,371,0.57
cu_c145_primary,Copper C145,Copper,primary,0.1,80.58,4.76,0.79,0.08,235,0.17
cu_c145_primary,Copper C145,Copper,primary,0.02,70.15,4.06,0.75,0.02,847,0.31
cu_c145_primary,Copper C145,Copper,primary,0.12,84.83,4.38,0.79,0.1,223,0.44
cu_c145_primary,Copper C145,Copper,primary,0.03,70.12,3.74,0.8,0.02,522,0.57
cu_c145_primary,Copper C145,Copper,primary,0.06,74.88,4.22,0.79,0.05,368,0.56
cu_c145_primary,Copper C145,Copper,primary,0.13,73.12,3.8,0.76,0.1,477,0.25
cu_c145_primary,Copper C145,Copper,primary,0.1,79.72,4.33,0.75,0.07,795,0.34
cu_c145_primary,Copper C145,Copper,primary,0.1,79.62,4.39,0.79,0.08,709,0.43
cu_c145_primary,Copper C145,Copper,primary,0.06,77.55,4.19,0.74,0.04,925,0.53
cu_c145_primary,Copper C145,Copper,primary,0.02,76.91,3.99,0.74,0.02,572,0.48
cu_c145_primary,Copper C145,Copper,primary,0.02,73.48,3.82,0.71,0.02,365,0.46
cu_c145_primary,Copper C145,Copper,primary,0.14,73.93,3.78,0.72,0.1,427,0.15
cu_c145_primary,Copper C145,Copper,primary,0.11,81.35,4.32,0.77,0.09,980,0.48
cu_c145_primary,Copper C145,Copper,primary,0.12,77.16,3.97,0.8,0.09,849,0.48
cu_c145_primary,Copper C145,Copper,primary,0.13,81.05,4.77,0.75,0.1,226,0.53
cu_c145_primary,Copper C145,Copper,primary,0.1,76.32,4.27,0.73,0.07,742,0.42
cu_c145_primary,Copper C145,Copper,primary,0.08,72.08,3.62,0.75,0.06,964,0.54
cu_c145_primary,Copper C145,Copper,primary,0.05,71.99,4.22,0.78,0.04,551,0.51
cu_c145_primary,Copper C145,Copper,primary,0.12,82.79,4.95,0.77,0.09,794,0.28
cu_c145_primary,Copper C145,Copper,primary,0.04,79.95,4.12,0.7,0.03,924,0.58
cu_c145_primary,Copper C145,Copper,primary,0.07,79.86,4.63,0.8,0.06,437,0.39
cu_c145_primary,Copper C145,Copper,primary,0.15,78.1,4.54,0.72,0.11,501,0.37
cu_c145_primary,Copper C145,Copper,primary,0.11,76.15,4.5,0.77,0.08,725,0.38
cu_c145_primary,Copper C145,Copper,primary,0.03,83.01,4.92,0.78,0.03,459,0.15
cu_c145_primary,Copper C145,Copper,primary,0.1,82.46,4.92,0.75,0.08,360,0.27
cu_c145_primary,Copper C145,Copper,primary,0.03,72.07,4.07,0.77,0.03,533,0.49
cu_c145_primary,Copper C145,Copper,primary,0.14,73.16,3.67,0.79,0.11,287,0.31
cu_c145_primary,Copper C145,Copper,primary,0.06,75.12,4.4,0.8,0.05,453,0.39
cu_c145_primary,Copper C145,Copper,primary,0.12,77.64,4.47,0.78,0.1,743,0.19
cu_c145_primary,Copper C145,Copper,primary,0.09,79.76,4.41,0.74,0.06,655,0.35
cu_c145_primary,Copper C145,Copper,primary,0.07,78.27,3.93,0.78,0.05,733,0.56
cu_c145_primary,Copper C145,Copper,primary,0.09,76.44,4.13,0.78,0.07,903,0.43
cu_c145_primary,Copper C145,Copper,primary,0.09,73.74,3.76,0.72,0.06,997,0.49
cu_c145_primary,Copper C145,Copper,primary,0.07,76.95,4.13,0.73,0.05,655,0.24
cu_c145_primary,Copper C145,Copper,primary,0.04,80.13,4.22,0.74,0.03,908,0.17
cu_c145_primary,Copper C145,Copper,primary,0.05,84.0,4.37,0.74,0.03,398,0.19
cu_c145_recycled,Copper C145,Copper,recycled,0.85,41.06,2.1,0.85,0.72,600,0.41
cu_c145_recycled,Copper C145,Copper,recycled,0.98,42.13,2.46,0.86,0.84,827,0.38
cu_c145_recycled,Copper C145,Copper,recycled,0.81,42.46,2.49,0.92,0.75,945,0.22
cu_c145_recycled,Copper C145,Copper,recycled,0.93,42.78,2.15,0.92,0.85,820,0.41
cu_c145_recycled,Copper C145,Copper,recycled,0.96,42.31,2.37,0.94,0.91,349,0.24
cu_c145_recycled,Copper C145,Copper,recycled,0.89,43.99,2.57,0.87,0.78,303,0.38
cu_c145_recycled,Copper C145,Copper,recycled,0.88,44.38,2.38,0.89,0.78,423,0.22
cu_c145_recycled,Copper C145,Copper,recycled,0.84,44.28,2.23,0.89,0.75,584,0.41
cu_c145_recycled,Copper C145,Copper,recycled,0.97,39.64,2.14,0.86,0.83,887,0.3
cu_c145_recycled,Copper C145,Copper,recycled,0.89,38.93,2.06,0.92,0.82,699,0.54
cu_c145_recycled,Copper C145,Copper,recycled,0.83,44.2,2.33,0.91,0.75,569,0.18
cu_c145_recycled,Copper C145,Copper,recycled,0.84,40.75,2.28,0.94,0.79,883,0.56
cu_c145_recycled,Copper C145,Copper,recycled,0.81,38.32,2.13,0.94,0.76,256,0.15
cu_c145_recycled,Copper C145,Copper,recycled,0.92,38.31,2.21,0.91,0.84,280,0.57
cu_c145_recycled,Copper C145,Copper,recycled,0.92,42.47,2.45,0.89,0.82,998,0.5
cu_c145_recycled,Copper C145,Copper,recycled,0.91,41.76,2.47,0.89,0.81,789,0.49
cu_c145_recycled,Copper C145,Copper,recycled,0.81,44.62,2.53,0.87,0.7,517,0.59
cu_c145_recycled,Copper C145,Copper,recycled,0.83,43.33,2.49,0.87,0.72,626,0.44
cu_c145_recycled,Copper C145,Copper,recycled,0.91,42.05,2.41,0.93,0.85,509,0.52
cu_c145_recycled,Copper C145,Copper,recycled,0.85,41.15,2.19,0.87,0.74,746,0.53
cu_c145_recycled,Copper C145,Copper,recycled,0.83,42.45,2.25,0.86,0.72,602,0.32
cu_c145_recycled,Copper C145,Copper,recycled,0.84,41.93,2.31,0.91,0.77,846,0.29
cu_c145_recycled,Copper C145,Copper,recycled,0.91,40.8,2.39,0.94,0.86,680,0.5
cu_c145_recycled,Copper C145,Copper,recycled,0.82,41.85,2.37,0.85,0.7,718,0.57
cu_c145_recycled,Copper C145,Copper,recycled,0.83,40.38,2.23,0.89,0.74,960,0.41
cu_c145_recycled,Copper C145,Copper,recycled,0.93,42.29,2.31,0.88,0.82,887,0.21
cu_c145_recycled,Copper C145,Copper,recycled,0.98,43.84,2.57,0.91,0.89,708,0.24
cu_c145_recycled,Copper C145,Copper,recycled,0.81,41.15,2.32,0.9,0.73,511,0.32
cu_c145_recycled,Copper C145,Copper,recycled,0.9,40.55,2.23,0.89,0.8,847,0.36
cu_c145_recycled,Copper C145,Copper,recycled,0.89,39.5,2.16,0.92,0.82,953,0.29
cu_c145_recycled,Copper C145,Copper,recycled,0.94,41.48,2.22,0.86,0.81,486,0.56
cu_c145_recycled,Copper C145,Copper,recycled,0.95,42.29,2.45,0.86,0.82,828,0.15
cu_c145_recycled,Copper C145,Copper,recycled,0.83,39.59,2.13,0.91,0.75,617,0.26
cu_c145_recycled,Copper C145,Copper,recycled,0.94,39.27,2.32,0.86,0.81,974,0.18
cu_c145_recycled,Copper C145,Copper,recycled,0.91,38.56,1.94,0.91,0.83,395,0.37
cu_c145_recycled,Copper C145,Copper,recycled,0.95,41.18,2.24,0.91,0.86,304,0.32
cu_c145_recycled,Copper C145,Copper,recycled,0.86,41.59,2.37,0.89,0.77,447,0.38
cu_c145_recycled,Copper C145,Copper,recycled,0.81,41.57,2.47,0.88,0.71,612,0.41
cu_c145_recycled,Copper C145,Copper,recycled,0.85,41.54,2.43,0.91,0.77,705,0.5
cu_c145_recycled,Copper C145,Copper,recycled,0.85,40.42,2.12,0.89,0.76,207,0.45
cu_c145_recycled,Copper C145,Copper,recycled,0.94,42.07,2.19,0.89,0.83,432,0.33
cu_c145_recycled,Copper C145,Copper,recycled,0.97,41.03,2.41,0.94,0.91,827,0.22
cu_c145_recycled,Copper C145,Copper,recycled,0.94,41.83,2.28,0.91,0.86,460,0.37
cu_c145_recycled,Copper C145,Copper,recycled,0.9,40.42,2.13,0.94,0.85,340,0.29
cu_c145_recycled,Copper C145,Copper,recycled,0.93,39.09,2.07,0.93,0.86,749,0.44
cu_c145_recycled,Copper C145,Copper,recycled,0.96,43.12,2.23,0.9,0.87,827,0.36
cu_c145_recycled,Copper C145,Copper,recycled,0.99,43.43,2.46,0.88,0.87,283,0.21
cu_c145_recycled,Copper C145,Copper,recycled,0.81,42.37,2.26,0.94,0.76,768,0.45
cu_c145_recycled,Copper C145,Copper,recycled,0.92,43.58,2.36,0.95,0.88,963,0.49
cu_c145_recycled,Copper C145,Copper,recycled,0.87,44.17,2.21,0.88,0.76,940,0.46
cu_c145_recycled,Copper C145,Copper,recycled,0.93,41.16,2.33,0.9,0.84,501,0.29
cu_c145_recycled,Copper C145,Copper,recycled,0.87,44.04,2.56,0.86,0.75,673,0.18
cu_c145_recycled,Copper C145,Copper,recycled,0.99,42.12,2.23,0.92,0.92,925,0.23
cu_c145_recycled,Copper C145,Copper,recycled,0.88,41.31,2.21,0.93,0.83,962,0.33
cu_c145_recycled,Copper C145,Copper,recycled,0.93,44.52,2.37,0.9,0.83,495,0.34
cu_c145_recycled,Copper C145,Copper,recycled,0.85,41.89,2.41,0.94,0.8,715,0.27
cu_c145_recycled,Copper C145,Copper,recycled,0.94,42.59,2.22,0.85,0.8,596,0.35
cu_c145_recycled,Copper C145,Copper,recycled,0.98,38.71,1.94,0.87,0.85,259,0.54
cu_c145_recycled,Copper C145,Copper,recycled,0.96,43.86,2.4,0.94,0.91,321,0.25
cu_c145_recycled,Copper C145,Copper,recycled,0.96,44.05,2.3,0.9,0.86,428,0.19
cu_c145_recycled,Copper C145,Copper,recycled,0.85,44.39,2.44,0.92,0.78,216,0.2
cu_c145_recycled,Copper C145,Copper,recycled,0.81,40.84,2.41,0.85,0.69,855,0.47
cu_c145_recycled,Copper C145,Copper,recycled,0.89,41.17,2.44,0.87,0.78,470,0.19
cu_c145_recycled,Copper C145,Copper,recycled,0.8,43.98,2.46,0.95,0.76,471,0.5
cu_c145_recycled,Copper C145,Copper,recycled,0.86,43.82,2.45,0.94,0.81,588,0.39
cu_c145_recycled,Copper C145,Copper,recycled,0.87,38.31,2.2,0.94,0.81,903,0.35
cu_c145_recycled,Copper C145,Copper,recycled,0.9,39.02,2.32,0.86,0.78,706,0.52
cu_c145_recycled,Copper C145,Copper,recycled,0.99,41.03,2.33,0.85,0.84,291,0.33
cu_c145_recycled,Copper C145,Copper,recycled,0.99,43.3,2.55,0.89,0.88,576,0.24
cu_c145_recycled,Copper C145,Copper,recycled,0.86,38.07,2.03,0.89,0.76,692,0.36
